Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-666.6321820290        6.4630102594		10755.9947913690
-666.4898748619        6.4630102594		10794.7559496823
-666.1863923887        6.4630102594		10849.8996080515
-666.2311340438        6.4630102594		10835.0710604766
-666.3875662617        6.4630102594		10795.0607570496
-666.5494908808        6.4630102594		10751.5708045346
-666.7567367884        6.4630102594		10701.7541092750
-666.9644946158        6.4630102594		10650.6064801760
-667.1394036782        6.4630102594		10610.0921682862
-667.2319758417        6.4630102594		10592.5206968659
-667.1907487989        6.4630102594		10599.6522982421
-667.1086499208        6.4630102594		10610.2048796264
-667.0871787893        6.4630102594		10614.2944552178
-666.8275014450        6.4630102594		10664.5586305331
-666.3527287593        6.4630102594		10756.4731155219
-666.2099145691        6.4630102594		10787.7775117709
-666.4119444970        6.4630102594		10747.4988872926
-666.5851372282        6.4630102594		10707.2666004194
-666.6101683913        6.4630102594		10699.1881461302
-666.5489497251        6.4630102594		10714.5741046192
-666.5334265059        6.4630102594		10729.9407229025
-666.5860184092        6.4630102594		10734.6102645819
-666.6024637144        6.4630102594		10736.4320119057
-666.6192835503        6.4630102594		10726.9750185554
-666.7022300328        6.4630102594		10700.5029408508
-666.7587328734        6.4630102594		10682.8226343990
-666.7172184549        6.4630102594		10688.4368848717
-666.7177820884        6.4630102594		10692.3619934946
-666.7132284379        6.4630102594		10692.1010755847
-666.6810500238        6.4630102594		10696.8619347263
-666.5763692776        6.4630102594		10715.8957368706
-666.5163714829        6.4630102594		10729.7368061269
-666.4739242931        6.4630102594		10739.9243984567
-666.4473322810        6.4630102594		10744.8969325150
-666.4867149102        6.4630102594		10733.6585724633
-666.5473670322        6.4630102594		10719.2365634772
-666.5502786105        6.4630102594		10716.5732786494
-666.5635091639        6.4630102594		10714.4183761328
-666.5575786871        6.4630102594		10714.4733604568
-666.5271756218        6.4630102594		10718.8503252086
-666.4824320971        6.4630102594		10729.2897511934
-666.4355517298        6.4630102594		10739.5221941850
-666.4795629899        6.4630102594		10736.5570754876
-666.6053488684        6.4630102594		10718.1270180373
-666.6498784238        6.4630102594		10704.3831361341
-666.5491531435        6.4630102594		10712.3241704428
-666.3818811569        6.4630102594		10736.0908601719
-666.4446418033        6.4630102594		10731.9433278469
-666.6246538860        6.4630102594		10701.5741068653
-666.7106947108        6.4630102594		10681.0397171268
-666.6745929897        6.4630102594		10689.1936758920
-666.6384891871        6.4630102594		10696.0642502783
-666.6828287149        6.4630102594		10679.2882431529
-666.8205669948        6.4630102594		10644.6251672181
-666.9359944405        6.4630102594		10624.7982738468
-666.8033280100        6.4630102594		10652.5447790910
-666.5897159058        6.4630102594		10695.1737482397
-666.5876462006        6.4630102594		10709.3492974220
-666.6306453652        6.4630102594		10710.5215334684
-666.7385223930        6.4630102594		10700.8094996256
-666.7345234776        6.4630102594		10705.3960011656
-666.6898940070        6.4630102594		10716.9741323427
-666.5875776902        6.4630102594		10737.3437147369
-666.3321731074        6.4630102594		10776.1145992566
-666.3619158631        6.4630102594		10782.0182015779
-666.2985120581        6.4630102594		10791.3893519777
-666.3981505793        6.4630102594		10778.6557466336
-666.3866625088        6.4630102594		10775.6542677379
-666.4616268069        6.4630102594		10759.3050643034
-666.5385526110        6.4630102594		10740.2764080611
-666.4913781453        6.4630102594		10742.8792742194
-666.4162559904        6.4630102594		10754.0169093892
-666.5296716225        6.4630102594		10737.4516127161
-666.6213565476        6.4630102594		10718.8870548898
-666.6699231963        6.4630102594		10704.4735614453
-666.7470929276        6.4630102594		10684.1013511857
-666.8597361554        6.4630102594		10656.0924918081
-667.0467456941        6.4630102594		10611.9668836675
-667.1779347525        6.4630102594		10574.7906823331
-667.3518015742        6.4630102594		10542.7554995580
-667.4617529895        6.4630102594		10528.3099535096
-667.4159173346        6.4630102594		10544.2290482205
-667.1496885926        6.4630102594		10594.9416182019
-667.1914810960        6.4630102594		10619.8418327534
-667.0473085525        6.4630102594		10668.6748847221
-666.8731102364        6.4630102594		10715.7307267766
-666.7356562461        6.4630102594		10750.7724561253
-666.4953479846        6.4630102594		10789.0738606764
-666.4328143248        6.4630102594		10789.0161399393
-666.5298834227        6.4630102594		10768.3868563632
-666.5299883837        6.4630102594		10767.0870018062
-666.5036533927        6.4630102594		10767.1332666797
-666.6542360487        6.4630102594		10738.9576689829
-666.8503895614        6.4630102594		10697.8577387055
-666.9302382340        6.4630102594		10672.8256369568
-666.8787011589        6.4630102594		10676.6796838487
-666.7482275965        6.4630102594		10699.3763222531
-666.6590810568        6.4630102594		10717.6315136540
-666.8239418587        6.4630102594		10688.0875184629
-667.0734097111        6.4630102594		10635.8892048930
-667.0983404830        6.4630102594		10620.8942209414
-666.9571396881        6.4630102594		10646.6695546652
-666.8557925657        6.4630102594		10685.9480773323
-666.6642236139        6.4630102594		10736.0553756224
-666.5775462490        6.4630102594		10757.9173338795
-666.7129337416        6.4630102594		10741.2643496618
-666.8162815682        6.4630102594		10724.5773331578
-666.8783896040        6.4630102594		10713.8999984786
-666.7887675174        6.4630102594		10725.5721800966
-666.5827115348        6.4630102594		10754.2463101912
-666.4756538729        6.4630102594		10774.9063313099
-666.4032243636        6.4630102594		10779.8037335624
-666.6054816559        6.4630102594		10740.9212868910
-666.6506794362        6.4630102594		10722.3460171366
-666.5827776374        6.4630102594		10731.4016957531
-666.4557094012        6.4630102594		10762.6443228267
-666.4270726696        6.4630102594		10785.1381242527
-666.4374644441        6.4630102594		10795.1523174139
-666.4937133660        6.4630102594		10783.4844152388
-666.6727046875        6.4630102594		10746.2787995070
-666.8047175688        6.4630102594		10717.2140128141
-666.8946893289        6.4630102594		10696.0036475528
-666.8549572760        6.4630102594		10699.2562160196
-666.7007724329        6.4630102594		10728.4999859394
-666.5776533258        6.4630102594		10756.5424941236
-666.5507210219        6.4630102594		10764.2026327109
-666.5553270598        6.4630102594		10760.3133319336
-666.4169850608        6.4630102594		10773.6828744308
-666.3502597244        6.4630102594		10783.8348112279
-666.4021588759        6.4630102594		10776.8653936192
-666.4660075005        6.4630102594		10769.3922652063
-666.4455783492        6.4630102594		10778.6741919630
-666.4376046939        6.4630102594		10775.8026222941
-666.4675915449        6.4630102594		10755.2707488748
-666.6444458239        6.4630102594		10719.1457544787
-666.9391450071        6.4630102594		10677.6098945621
-667.0001087753        6.4630102594		10669.5305049409
-666.9627646422        6.4630102594		10672.9971768214
-666.9559333167        6.4630102594		10674.2045895125
-666.8963313005        6.4630102594		10687.5697872467
-666.5465170169        6.4630102594		10739.0873063462
-666.5149838946        6.4630102594		10758.8316347792
-666.3071653777        6.4630102594		10798.8080187527
-666.1584499532        6.4630102594		10821.8198799271
-666.2540269194        6.4630102594		10803.9362261221
-666.2791312828        6.4630102594		10792.8184323306
-666.3825100395        6.4630102594		10780.7747959677
-666.4632977469        6.4630102594		10773.1954833315
-666.4829040383        6.4630102594		10765.7557212517
-666.5898686050        6.4630102594		10742.5218580903
-666.7262817217        6.4630102594		10709.4674026768
-666.8254149682        6.4630102594		10677.1301090061
-666.8326981216        6.4630102594		10659.6758699049
-666.9190328496        6.4630102594		10637.4503245969
-667.0306441192        6.4630102594		10613.5258960211
-666.9438171932        6.4630102594		10617.5306639831
-666.8278090724        6.4630102594		10626.4312003563
-666.8810174031        6.4630102594		10620.0263117524
-666.9618448089        6.4630102594		10614.9451438349
-666.9839034712        6.4630102594		10621.9799448394
-666.9202369914        6.4630102594		10643.5716307782
-666.8627256278        6.4630102594		10662.3407076337
-666.9194499177        6.4630102594		10662.0813150987
-666.9330104719        6.4630102594		10662.8915856165
-666.9913010660        6.4630102594		10657.2119435267
-667.0603570224        6.4630102594		10644.8403010491
-666.9841673926        6.4630102594		10644.1239117902
-667.0429680613        6.4630102594		10631.1636971937
-667.0259293704        6.4630102594		10635.2806932653
-666.8295425131        6.4630102594		10667.3648263269
-666.6729499958        6.4630102594		10692.5392674675
-666.6046380102        6.4630102594		10699.7896752778
-666.6440165972        6.4630102594		10693.1159250732
-666.7516326716        6.4630102594		10680.3252076980
-666.7374948626        6.4630102594		10686.0266927136
-666.6064068603        6.4630102594		10716.4882199945
-666.4280696433        6.4630102594		10756.8855356111
-666.2322514416        6.4630102594		10795.5065391275
-666.0932896029        6.4630102594		10825.9366164980
-666.1593257368        6.4630102594		10830.0379455642
-666.2593185558        6.4630102594		10821.7744030620
-666.4145449227        6.4630102594		10799.6801657468
-666.6019872291        6.4630102594		10768.8108390508
-666.6859094889        6.4630102594		10742.9853147894
-666.7625760110        6.4630102594		10716.4791661297
-666.7660102516        6.4630102594		10704.6832913023
-666.8168788038        6.4630102594		10691.7915250642
-666.9892783576        6.4630102594		10665.3840890774
-666.9776633086        6.4630102594		10664.3840758534
-666.8297972739        6.4630102594		10688.4281774183
-666.7240513718        6.4630102594		10713.7816012675
-666.6681070578        6.4630102594		10726.6763695464
-666.6911301962        6.4630102594		10722.4550229084
-666.7116069284        6.4630102594		10724.4253286603
-666.6263009693        6.4630102594		10752.3819388744
-666.4329340064        6.4630102594		10797.3699386905
-666.2371312498        6.4630102594		10831.6039698984
-666.3821274610        6.4630102594		10807.5522743151
-666.6564097790        6.4630102594		10756.9318100280
-666.8079814491        6.4630102594		10719.1911027802
-666.8218915403        6.4630102594		10703.0664440030
-666.8017425238        6.4630102594		10698.3795894273
-666.7879819417        6.4630102594		10696.5151517618
-666.8141243450        6.4630102594		10690.7261271072
-666.8548267040        6.4630102594		10683.9156083036
-666.8952532671        6.4630102594		10674.8630079958
-666.9155073914        6.4630102594		10670.3828659961
-666.8152478237        6.4630102594		10688.3762046629
-666.5901452778        6.4630102594		10725.5261944109
-666.4250874845        6.4630102594		10753.3304672240
-666.3341972295        6.4630102594		10765.3806907977
-666.3619004090        6.4630102594		10753.4248985866
-666.5420513070        6.4630102594		10717.0922297378
-666.6547388619        6.4630102594		10692.8944220904
-666.6718449107        6.4630102594		10690.9487423422
-666.5861381859        6.4630102594		10713.1806737937
-666.4111424552        6.4630102594		10752.7478264320
-666.1697440104        6.4630102594		10800.6625293160
-666.0301635132        6.4630102594		10830.1490562494
-666.0658233109        6.4630102594		10823.6829181633
-666.2830721730        6.4630102594		10781.5419024962
-666.4645536231        6.4630102594		10745.6627397743
-666.5334640683        6.4630102594		10734.9064007691
-666.5956013220        6.4630102594		10726.1104718067
-666.7194998619        6.4630102594		10705.0994264637
-666.7127514935        6.4630102594		10707.6341333229
-666.6643572989        6.4630102594		10723.7482460793
-666.6369261458        6.4630102594		10731.8393330077
-666.6531777260        6.4630102594		10719.1934671328
-666.7311800995        6.4630102594		10686.4872560268
-666.8122826812        6.4630102594		10655.9481358527
-666.8423284166        6.4630102594		10642.9616171215
-666.8379882421        6.4630102594		10642.7695434792
-666.8426934391        6.4630102594		10653.3665533723
-666.7604608686        6.4630102594		10682.4345941929
-666.7483240289        6.4630102594		10699.8384482950
-666.7669466426        6.4630102594		10702.1749483719
-666.7858107536        6.4630102594		10701.4576155145
-666.7609856662        6.4630102594		10708.5193272016
-666.6874274393        6.4630102594		10722.0430756331
-666.6368724516        6.4630102594		10726.9032569923
-666.7313495159        6.4630102594		10707.5991587532
-666.7515812222        6.4630102594		10698.0502309607
-666.6142302415        6.4630102594		10716.7982227108
-666.4220025916        6.4630102594		10746.3150249373
-666.5148019068        6.4630102594		10733.2097960869
-666.7325808041        6.4630102594		10687.9710843377
-666.8791114858        6.4630102594		10646.9088202907
-667.0710999248        6.4630102594		10609.8631997396
-667.3183697433        6.4630102594		10581.6970936003
-667.3261582914        6.4630102594		10587.3005948727
-667.2620620259        6.4630102594		10603.2811623607
-667.0783081446        6.4630102594		10631.1478851210
-666.9730403602        6.4630102594		10639.4322215574
-667.0757220712        6.4630102594		10615.2400879168
-667.1770551128        6.4630102594		10597.3857340704
-667.1333830165        6.4630102594		10609.2118424037
-666.9390306351        6.4630102594		10651.4554661870
-666.7182680908        6.4630102594		10695.8847128352
-666.6632891250        6.4630102594		10708.7201302738
-666.7274189419        6.4630102594		10702.3576641519
-666.6607132091        6.4630102594		10713.8023826769
-666.6926240530        6.4630102594		10709.9522396360
-666.7112823021        6.4630102594		10708.8869674007
-666.7168681680        6.4630102594		10714.1797049829
-666.7017741634        6.4630102594		10721.0515612449
-666.6151063513        6.4630102594		10732.9419700635
-666.5751964914        6.4630102594		10738.0383519035
-666.5276774792        6.4630102594		10748.6234086959
-666.3953264337        6.4630102594		10777.1233268578
-666.3031191430        6.4630102594		10794.5071960669
-666.4418142047        6.4630102594		10763.2194315181
-666.6842334612        6.4630102594		10704.3709556846
-666.8891655217        6.4630102594		10656.2761934125
-666.9613018782        6.4630102594		10648.4696704685
-666.8174334222        6.4630102594		10692.1657949377
-666.5547660511        6.4630102594		10754.0046112088
-666.3508169823        6.4630102594		10783.3570493807
-666.5623174572        6.4630102594		10742.6156031434
-666.6205614890        6.4630102594		10718.5891779884
-666.7491024819        6.4630102594		10704.8772977397
-666.6825833624        6.4630102594		10723.4992614229
-666.5689980911        6.4630102594		10742.0585095618
-666.5380486165        6.4630102594		10732.0348553751
-666.7296798154        6.4630102594		10681.6595628716
-666.8882236866        6.4630102594		10639.4812374056
-666.9245195560        6.4630102594		10626.0315299635
-666.8811927658        6.4630102594		10634.5257532326
-666.8659686279        6.4630102594		10643.1588546225
-666.8717225829        6.4630102594		10654.2759551689
-666.8131030060        6.4630102594		10679.5747108483
-666.7226186562        6.4630102594		10708.7442476224
-666.6508603250        6.4630102594		10731.7130091265
-666.5824605499        6.4630102594		10753.2708764471
-666.4895061385        6.4630102594		10779.3735998690
-666.1916237811        6.4630102594		10830.5369660360
-666.2795899425        6.4630102594		10817.2558571861
-666.3779615298        6.4630102594		10802.3401142546
-666.2663388515        6.4630102594		10824.8545307896
-666.1974311485        6.4630102594		10838.3540291302
-666.2265926300        6.4630102594		10836.2769734869
-666.1950052116        6.4630102594		10851.7537625288
-665.9934952128        6.4630102594		10889.8318568633
-666.0591521523        6.4630102594		10873.1847753121
-666.2115830866        6.4630102594		10828.4341226512
-666.4238327010        6.4630102594		10768.3933915950
-666.6423458762        6.4630102594		10709.9252124607
-666.7382232044        6.4630102594		10679.6886509611
-666.7359054058        6.4630102594		10668.8745294233
-666.9208635866        6.4630102594		10633.4821600540
-667.0330232607        6.4630102594		10608.8799918688
-666.9586538769        6.4630102594		10615.7644973491
-666.8882796266        6.4630102594		10632.9952900650
-666.7872366195        6.4630102594		10664.1251908625
-666.5924316730        6.4630102594		10712.5828197962
-666.4076764508        6.4630102594		10760.8617376300
-666.2874219984        6.4630102594		10794.9338623966
-666.4030932762        6.4630102594		10779.6497555305
-666.6514199846        6.4630102594		10728.3566127749
-666.9183580794        6.4630102594		10664.2494085448
-667.1803181007        6.4630102594		10602.4225452299
-667.2418032586        6.4630102594		10586.1503531401
-667.0988896504        6.4630102594		10615.1815948027
-666.8760419821        6.4630102594		10659.1067772851
-666.6645300374        6.4630102594		10697.3686951549
-666.3613584358        6.4630102594		10747.8242158575
-666.1871451040        6.4630102594		10781.6378505773
-666.2905594359        6.4630102594		10767.9806685082
-666.4233711782        6.4630102594		10743.8890525554
-666.4704132096        6.4630102594		10734.8251824978
-666.5041110119        6.4630102594		10725.0219277296
-666.7163187877        6.4630102594		10685.3741712896
-666.8557971423        6.4630102594		10650.9095979670
-666.8918214119        6.4630102594		10635.8272368118
-666.9935585753        6.4630102594		10624.1685038235
-666.9332028074        6.4630102594		10641.3010999827
-666.7262705549        6.4630102594		10683.3775426227
-666.5038330545        6.4630102594		10730.7326660478
-666.3140422360        6.4630102594		10780.0555208112
-665.9852572453        6.4630102594		10854.7621465044
-665.4692481194        6.4630102594		10957.4244038057
-665.2196353827        6.4630102594		11020.4081905442
-665.3604546147        6.4630102594		11009.6577163333
-665.5829732567        6.4630102594		10971.5787537844
-665.7850861029        6.4630102594		10928.7958727344
-665.9859568704        6.4630102594		10881.8658531547
-666.2269194198        6.4630102594		10826.0190804576
-666.3985410311        6.4630102594		10776.7487279229
-666.4388567689        6.4630102594		10743.8067041866
-666.6841978805        6.4630102594		10691.8027496269
-666.8330519042        6.4630102594		10661.3693081974
-666.7228157489        6.4630102594		10680.1782880326
-666.5113910113        6.4630102594		10733.9647665062
-666.2716270620        6.4630102594		10792.3686588524
-666.2004386590        6.4630102594		10809.4792933812
-666.0985331370        6.4630102594		10818.9200558162
-665.8379698705        6.4630102594		10852.6234865139
-665.9005369654        6.4630102594		10852.2189413542
-666.1082736373        6.4630102594		10819.0088574419
-666.4361728110        6.4630102594		10765.8630190343
-666.6048701556        6.4630102594		10736.4792314819
-666.5714320640        6.4630102594		10748.8270251123
-666.3386511493        6.4630102594		10802.8909744568
-666.1034253148        6.4630102594		10866.9216229051
-665.7835125610        6.4630102594		10930.5488615359
-665.8078476495        6.4630102594		10915.5725053650
-666.1534598474        6.4630102594		10835.7492267651
-666.3374939153        6.4630102594		10786.5420070346
-666.4163204109        6.4630102594		10764.9685099230
-666.4200081412        6.4630102594		10759.9452417575
-666.5397553154        6.4630102594		10743.5697999886
-666.5698920742        6.4630102594		10746.9097286073
-666.4509063029        6.4630102594		10777.2701403317
-666.3390034921        6.4630102594		10804.0007210113
-666.2968547739        6.4630102594		10813.3251542589
-666.4221264876        6.4630102594		10786.2806889145
-666.6110540944        6.4630102594		10744.3248430934
-666.7003713139        6.4630102594		10715.0234287049
-666.7229677250        6.4630102594		10696.0683826494
-666.7382264347        6.4630102594		10683.5760145942
-666.7934302560        6.4630102594		10671.0491989100
-666.9394919358        6.4630102594		10650.6135567340
-666.9348957175        6.4630102594		10650.6879742489
-666.8289380110        6.4630102594		10668.6978935422
-666.7112715629        6.4630102594		10694.7977360854
-666.6385163135        6.4630102594		10713.4778051106
-666.7368546434        6.4630102594		10704.4476516754
-666.7472018948        6.4630102594		10707.1434556092
-666.7474082805        6.4630102594		10710.8383180991
-666.8360518402        6.4630102594		10698.7146309487
-666.8455473333        6.4630102594		10700.2097693458
-666.8009164573        6.4630102594		10712.0338260440
-666.6564164515        6.4630102594		10739.7072151213
-666.3934163044        6.4630102594		10788.7072936562
-666.2305047286        6.4630102594		10827.6528190297
-666.1845856320        6.4630102594		10843.4792340824
-666.3201151307        6.4630102594		10823.1815115548
-666.4294461850        6.4630102594		10797.3094075772
-666.5511186746        6.4630102594		10767.4079656253
-666.6906329778        6.4630102594		10736.7129541227
-666.8198171558        6.4630102594		10707.3268611243
-666.8752437136        6.4630102594		10685.0359483385
-666.8794786330        6.4630102594		10673.5863967184
-666.9229140500        6.4630102594		10661.5115550005
-666.9603541234        6.4630102594		10652.1356872572
-666.9236553185        6.4630102594		10655.2456594783
-666.7525776811        6.4630102594		10674.9409625721
-666.6769655944        6.4630102594		10676.6983218348
-666.9207357222        6.4630102594		10635.9457583394
-667.0481103477        6.4630102594		10615.6361965438
-667.0057450208        6.4630102594		10630.8204132099
-666.8913353859        6.4630102594		10663.8188214275
-666.7537655310        6.4630102594		10699.3137709550
-666.6723298883        6.4630102594		10712.9635048833
-666.7789237018        6.4630102594		10694.6385009544
-666.6909847991        6.4630102594		10707.2266086851
-666.7184789421        6.4630102594		10716.4508873903
-666.6914913418        6.4630102594		10732.5435313661
-666.6565053045        6.4630102594		10739.7611823522
-666.5913925401        6.4630102594		10745.4249616713
-666.4523187834        6.4630102594		10768.2188323994
-666.4217888471        6.4630102594		10772.6437975104
-666.5995803209        6.4630102594		10737.5532475498
-666.6930171911        6.4630102594		10714.7804709324
-666.6406797300        6.4630102594		10721.3763302858
-666.5559806384        6.4630102594		10738.1779934361
-666.5194005418        6.4630102594		10740.6401433755
-666.5995032105        6.4630102594		10717.5867433338
-666.6905074794        6.4630102594		10694.7886190427
-666.6231500472        6.4630102594		10700.2935269395
-666.5969155488        6.4630102594		10701.0514836900
-666.5238648152        6.4630102594		10707.3242726556
-666.2367546452        6.4630102594		10746.6314527063
-666.3017622571        6.4630102594		10748.4705160717
-666.4054622648        6.4630102594		10740.5449269108
-666.4225154499        6.4630102594		10742.0273330401
-666.5592949735        6.4630102594		10725.3317352983
-666.7648858012        6.4630102594		10690.0813206024
-666.8887416939        6.4630102594		10659.9031398209
-666.9008720949        6.4630102594		10648.3917988587
-666.8794999494        6.4630102594		10647.7509268463
-666.8041697820        6.4630102594		10653.4877315812
-666.7678859745        6.4630102594		10650.1082847640
-666.8357938745        6.4630102594		10640.2816013047
-666.9444409399        6.4630102594		10639.7415341065
-666.8814102296        6.4630102594		10665.7447557029
-666.9075704955        6.4630102594		10663.2535466451
-666.9171005041        6.4630102594		10648.5943939073
-666.9085502839        6.4630102594		10643.3806814486
-666.8480129207        6.4630102594		10648.0336951809
-666.7690706313        6.4630102594		10653.5015883803
-666.6998217860        6.4630102594		10659.9165972542
-666.7025274218        6.4630102594		10666.5640828252
-666.6746779028        6.4630102594		10686.4521511284
-666.6051824132        6.4630102594		10712.0534510029
-666.6355694497        6.4630102594		10711.5728026334
-666.7852152792        6.4630102594		10684.9826458281
-666.9686459219        6.4630102594		10654.6075843586
-667.0117164379        6.4630102594		10648.7974854892
-666.9360200556        6.4630102594		10666.6450726013
-666.8255505674        6.4630102594		10694.8520069196
-666.5995307655        6.4630102594		10735.3388102221
-666.3425717325        6.4630102594		10778.3434313588
-666.1046983067        6.4630102594		10822.1639181427
-665.9868647316        6.4630102594		10856.2190623582
-665.9072671382        6.4630102594		10882.3511549688
-665.9838618569        6.4630102594		10873.9980826584
-666.1703658689        6.4630102594		10836.9661957894
-666.3030532431        6.4630102594		10809.6519745378
-666.3784261885        6.4630102594		10798.1435066805
-666.4231325593        6.4630102594		10795.2386209124
-666.4555105485        6.4630102594		10794.5208980747
-666.4212948440        6.4630102594		10798.6862070975
-666.3277988776        6.4630102594		10805.5822228280
-666.2547469063        6.4630102594		10804.0167558258
-666.2546652302        6.4630102594		10791.7752986349
-666.2979443652        6.4630102594		10783.5624455383
-666.2668766349        6.4630102594		10794.7032733692
-666.2244682745        6.4630102594		10807.6191036340
-666.1897635199        6.4630102594		10816.5164016781
-666.1697587062        6.4630102594		10820.4571109097
-666.2806599492        6.4630102594		10802.7537524437
-666.4917166614        6.4630102594		10764.5661442157
-666.7283384465        6.4630102594		10719.6188296789
-666.7792602981        6.4630102594		10707.8926726398
-666.7031139390        6.4630102594		10725.2606127089
-666.6186802803        6.4630102594		10747.9761188333
-666.5061926777        6.4630102594		10767.6476096044
-666.3903862402        6.4630102594		10784.7370246995
-666.3143338559        6.4630102594		10801.5412310226
-666.2745904743        6.4630102594		10822.0022900075
-666.1773251180        6.4630102594		10846.5373612914
-666.2586769830        6.4630102594		10835.7556638467
-666.3439062034        6.4630102594		10812.7722476166
-666.4532816519        6.4630102594		10791.0945571519
-666.4376497608        6.4630102594		10797.6640689497
-666.3375143233        6.4630102594		10819.2881569730
-666.3209425906        6.4630102594		10821.3112852830
-666.3277114352        6.4630102594		10814.4810826657
-666.4629449236        6.4630102594		10781.3794197871
-666.6768818712        6.4630102594		10729.2844406391
-666.8416600986        6.4630102594		10682.5510301717
-666.8476335203        6.4630102594		10665.9812202785
-666.6299873137        6.4630102594		10694.0211266622
-666.5209721891        6.4630102594		10719.3514215617
-666.6237857685        6.4630102594		10715.5047869824
-666.5951369386        6.4630102594		10729.1544164776
-666.4716962594        6.4630102594		10764.7300435298
-666.4302963322        6.4630102594		10789.1354581963
-666.5073388315        6.4630102594		10782.9831931831
-666.5136600182        6.4630102594		10780.3777308749
-666.5212396789        6.4630102594		10779.2040404165
-666.5296155776        6.4630102594		10781.5589520379
-666.5987422967        6.4630102594		10774.9757309231
-666.6964314598        6.4630102594		10756.4419157418
-666.7460285308        6.4630102594		10739.6826683916
-666.7328403795        6.4630102594		10729.2527231736
-666.7818379614        6.4630102594		10714.8067280027
-666.8378759614        6.4630102594		10698.6965943495
-666.8558956948        6.4630102594		10678.9423631883
-666.8703384434        6.4630102594		10661.2685332675
-666.8589735968        6.4630102594		10657.7079888428
-666.8452308875        6.4630102594		10660.5383978885
-666.8155201778        6.4630102594		10663.5777314828
-666.7476831118        6.4630102594		10678.5756780934
-666.6066951340        6.4630102594		10710.1980786309
-666.6513591328        6.4630102594		10711.5637667388
-666.6911032496        6.4630102594		10703.7463454027
-666.7187367933        6.4630102594		10695.7400562789
-666.8207247203        6.4630102594		10680.4963860391
-666.9612076847        6.4630102594		10658.0454923672
-667.0983696188        6.4630102594		10637.8195673561
-667.0777601521        6.4630102594		10649.4326277465
-666.9062344150        6.4630102594		10693.6608379817
-666.6704253878        6.4630102594		10750.0813334312
-666.4603924064        6.4630102594		10794.6930532970
-666.3685026776        6.4630102594		10806.2990353524
-666.5115121568        6.4630102594		10770.8681398444
-666.6857363551        6.4630102594		10728.2623222709
-666.7624609766        6.4630102594		10705.5369319001
-666.6581682709        6.4630102594		10715.8379941743
-666.5827269057        6.4630102594		10729.6373067559
-666.6039195884        6.4630102594		10733.4666669482
-666.5291435334        6.4630102594		10742.2847041153
-666.5740716058        6.4630102594		10726.9412565664
-666.5503102379        6.4630102594		10721.9759528759
-666.4809147438        6.4630102594		10730.9096327962
-666.3846999537        6.4630102594		10744.0054444545
-666.4602671543        6.4630102594		10737.8299114254
-666.5520671913        6.4630102594		10735.0101790999
-666.5745535388        6.4630102594		10740.2350575035
-666.5755617928        6.4630102594		10742.2797996959
-666.5776463762        6.4630102594		10735.1629223680
-666.7359612031        6.4630102594		10696.9641859676
-666.9274736144        6.4630102594		10656.4875176276
-666.8843459291        6.4630102594		10660.2598393495
-666.7146523823        6.4630102594		10690.8413358038
-666.4779253193        6.4630102594		10727.5064105481
-666.6238601351        6.4630102594		10716.8810817602
-666.6869249632        6.4630102594		10707.0331554351
-666.6963122516        6.4630102594		10708.0713137331
-666.5919056789        6.4630102594		10729.2865810907
-666.5799582318        6.4630102594		10728.6038933661
-666.8316071265        6.4630102594		10682.9116277776
-666.9390438277        6.4630102594		10657.2319223549
-666.9634717020        6.4630102594		10648.1178053611
-666.9567493074        6.4630102594		10641.0693950782
-666.9727835688        6.4630102594		10634.1489563165
-666.9044507698        6.4630102594		10649.8843696446
-666.8221656331        6.4630102594		10681.6683858938
-666.7777070042        6.4630102594		10705.1026187478
-666.8278558981        6.4630102594		10705.0545085740
-666.8481336226        6.4630102594		10705.6579734879
-666.8251067346        6.4630102594		10708.9951554159
-666.8417657367        6.4630102594		10703.5260261727
-666.8101258068        6.4630102594		10707.2519075043
-666.6585510582        6.4630102594		10739.5043060085
-666.4097580461        6.4630102594		10790.4799544588
-666.2500330816        6.4630102594		10828.3658083275
-666.1073009596        6.4630102594		10858.6013966708
-665.9901502921        6.4630102594		10877.2161420434
-666.0449316169        6.4630102594		10864.9128953922
-666.2480143612        6.4630102594		10824.5818969309
-666.3233121296        6.4630102594		10793.3107209956
-666.4326326754        6.4630102594		10767.2278821814
-666.4834224200        6.4630102594		10761.8280188304
-666.4946286619        6.4630102594		10771.0620639798
-666.3933969530        6.4630102594		10798.3355037758
-666.2875102458        6.4630102594		10823.6579654474
-666.3218605900        6.4630102594		10817.7018739528
-666.3984347058        6.4630102594		10794.2412255443
-666.4350826524        6.4630102594		10780.6982124165
-666.3580316271        6.4630102594		10788.9714372739
-666.3816897057        6.4630102594		10784.0047677801
-666.4554573212        6.4630102594		10770.4932436189
-666.4755000693        6.4630102594		10765.0854250547
-666.6345412663        6.4630102594		10741.1149385539
-666.7704721480        6.4630102594		10719.2141098979
-666.7442285501        6.4630102594		10720.3078278050
-666.6360352588        6.4630102594		10733.2319055311
-666.6619755955        6.4630102594		10727.6540593265
-666.6671329634        6.4630102594		10724.4155443411
-666.4600994109        6.4630102594		10756.3719850713
-666.2985592980        6.4630102594		10793.6391720765
-666.0946896433        6.4630102594		10829.4990141573
-666.1317873780        6.4630102594		10823.8393882546
-666.1982926646        6.4630102594		10805.3377523684
