Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-626.6519008277        6.4630102594		42499.0572152019
-626.5603145817        6.4630102594		42547.2461725632
-626.6688168029        6.4630102594		42521.3212757102
-626.7865744754        6.4630102594		42482.9785475685
-626.6564790860        6.4630102594		42532.6123003960
-626.5523725438        6.4630102594		42588.7681732360
-626.3589331931        6.4630102594		42640.5870453797
-626.4256900186        6.4630102594		42621.8532456025
-626.3825135337        6.4630102594		42625.8030063474
-626.2736513010        6.4630102594		42651.7023330460
-626.4186681066        6.4630102594		42613.6917684150
-626.5779824464        6.4630102594		42551.8383881859
-626.6828674585        6.4630102594		42504.2154427459
-626.8844152786        6.4630102594		42441.5177469669
-627.1863496374        6.4630102594		42333.5688683403
-627.2861397941        6.4630102594		42266.0933566493
-627.2052747806        6.4630102594		42261.9780840685
-627.1169416846        6.4630102594		42293.3767274337
-627.0868642004        6.4630102594		42321.1885595685
-627.1844266872        6.4630102594		42279.4973115602
-627.4334202191        6.4630102594		42197.3742409756
-627.5660981454        6.4630102594		42167.4574768081
-627.3509743889        6.4630102594		42253.8084765390
-626.9041980808        6.4630102594		42428.8759816675
-626.6777056745        6.4630102594		42544.1796917932
-626.7089138739        6.4630102594		42580.8165566211
-626.6233833639        6.4630102594		42630.0768964313
-626.5865256230        6.4630102594		42640.4531098280
-626.7899460936        6.4630102594		42555.0611717814
-627.0181070360        6.4630102594		42454.2176446383
-627.0271042958        6.4630102594		42441.3032336605
-627.1164189936        6.4630102594		42426.5426720382
-627.0999471344        6.4630102594		42442.1790037454
-626.8848912087        6.4630102594		42536.1158027276
-626.8853722293        6.4630102594		42572.1717326775
-626.8402048534        6.4630102594		42572.6642300016
-626.6748082796        6.4630102594		42575.1438865112
-626.8810392063        6.4630102594		42513.2806890782
-626.6794198089        6.4630102594		42571.1104816591
-626.7532060480        6.4630102594		42578.7860780906
-626.7521264818        6.4630102594		42604.1162743960
-626.5270094922        6.4630102594		42686.3847289873
-626.3393052945        6.4630102594		42741.9482051348
-626.3998966716        6.4630102594		42726.5789602026
-626.5559326370        6.4630102594		42678.7101726472
-626.6789479889        6.4630102594		42629.0521494323
-626.7941479948        6.4630102594		42570.5418297160
-626.9197744098        6.4630102594		42496.1481837228
-627.0800086330        6.4630102594		42422.4078397351
-627.1179813070        6.4630102594		42382.4345120812
-627.0869767874        6.4630102594		42360.6732847074
-627.2521732738        6.4630102594		42294.1971771861
-627.3253042850        6.4630102594		42273.3398063657
-627.1736022919        6.4630102594		42325.0940443686
-627.1915274689        6.4630102594		42312.2492803488
-626.8341324858        6.4630102594		42410.2182440887
-626.8130353992        6.4630102594		42443.9088606477
-626.9261163297        6.4630102594		42394.8352584642
-626.9744402822        6.4630102594		42353.1408383641
-627.0267513634        6.4630102594		42338.1023709283
-627.1489646267        6.4630102594		42333.9238897521
-627.0643659104        6.4630102594		42378.6967444736
-626.7860014931        6.4630102594		42473.4664323626
-626.6385450092        6.4630102594		42532.7260973785
-626.3122668539        6.4630102594		42640.1059928236
-626.3526653232        6.4630102594		42658.0785098698
-626.1850137100        6.4630102594		42695.1911588480
-626.3640549083        6.4630102594		42605.4861906790
-626.6133823718        6.4630102594		42503.4249155598
-626.5937623011        6.4630102594		42486.7725064498
-626.9123068603        6.4630102594		42381.9033775598
-627.2158933304        6.4630102594		42318.1957994310
-627.1811286241        6.4630102594		42362.8839734040
-627.0432924775        6.4630102594		42424.3547905621
-627.0517671332        6.4630102594		42449.2549084953
-627.1324988951        6.4630102594		42446.1233854604
-627.0293538846        6.4630102594		42481.6750227480
-626.9655211638        6.4630102594		42495.1057414008
-626.9990161462        6.4630102594		42471.5418342231
-626.8084347417        6.4630102594		42515.0874354436
-626.7596062898        6.4630102594		42515.6684943303
-627.0350827110        6.4630102594		42439.2148838817
-627.0244741318        6.4630102594		42458.9641544493
-626.9011007283        6.4630102594		42523.3362410609
-626.9718369040        6.4630102594		42505.8887816867
-626.9796239096        6.4630102594		42466.1554000692
-626.9667940994        6.4630102594		42431.0386894238
-627.0114739274        6.4630102594		42395.8063086904
-626.9746432378        6.4630102594		42404.1466940410
-627.0857900760        6.4630102594		42392.6906472967
-627.1814317050        6.4630102594		42377.6911647824
-626.8971981332        6.4630102594		42482.5051372291
-626.6932844445        6.4630102594		42572.0128190661
-626.5404220657        6.4630102594		42626.4340585281
-626.7227281990        6.4630102594		42540.9402508684
-626.9909683334        6.4630102594		42427.8556598307
-627.3235869610        6.4630102594		42345.2102913867
-627.3503720831        6.4630102594		42335.1252496549
-627.3723689563        6.4630102594		42322.4000450392
-627.3619829608        6.4630102594		42361.0414872956
-627.0575888735        6.4630102594		42455.5980142399
-627.0913332977        6.4630102594		42443.1968998067
-627.1779073768        6.4630102594		42415.4340422922
-627.1899553366        6.4630102594		42416.0688184915
-626.8423779573        6.4630102594		42539.5529457677
-626.3834069446        6.4630102594		42711.1147484662
-626.3031120518        6.4630102594		42766.2140355628
-626.3526163733        6.4630102594		42752.8582554361
-626.5880019853        6.4630102594		42667.8723691230
-626.8705314025        6.4630102594		42559.6331467203
-627.0197686036        6.4630102594		42502.3580420152
-627.0180221038        6.4630102594		42500.9567260554
-626.9234649698        6.4630102594		42542.7689199264
-626.5488641538        6.4630102594		42666.3798598339
-626.4806949540        6.4630102594		42698.4487771274
-626.4701075341        6.4630102594		42691.1282260854
-626.4973811036        6.4630102594		42650.9321419619
-626.4767110850        6.4630102594		42634.9628335027
-626.8339010885        6.4630102594		42509.4457051339
-626.9859800531        6.4630102594		42445.8408102427
-626.7034247906        6.4630102594		42522.5530495079
-626.4622787954        6.4630102594		42588.9230849259
-626.7064457394        6.4630102594		42537.0034994367
-626.8934216677        6.4630102594		42482.4120413053
-626.9359262884        6.4630102594		42471.3558983786
-627.0403000020        6.4630102594		42443.3828530963
-627.0391698263        6.4630102594		42452.6316441968
-627.0401575575        6.4630102594		42481.4332235387
-627.0342307218        6.4630102594		42501.7175385538
-627.0431769072        6.4630102594		42484.8648304620
-627.0092827502        6.4630102594		42489.6677226359
-626.5720077752        6.4630102594		42610.0946844543
-626.7179759589        6.4630102594		42592.0196411210
-626.8913512698        6.4630102594		42518.1420989864
-627.0008788202        6.4630102594		42457.0034487733
-626.8744595686        6.4630102594		42463.4653060319
-626.7457863691        6.4630102594		42478.0197929807
-626.7997260161        6.4630102594		42447.7823697561
-627.1181178246        6.4630102594		42328.2151498394
-627.2399103603        6.4630102594		42260.4868699734
-627.2824914651        6.4630102594		42228.3359395619
-627.4383848630        6.4630102594		42178.0673332374
-627.2254237039        6.4630102594		42259.3044446657
-627.1365489863        6.4630102594		42309.1701679728
-627.2653787350        6.4630102594		42259.7845268710
-627.2603170766        6.4630102594		42251.2101592650
-627.1433593541        6.4630102594		42305.7432745862
-626.9179221216        6.4630102594		42413.1783504514
-626.7359286531        6.4630102594		42521.0686756330
-626.4872413188        6.4630102594		42613.1511256735
-626.6100396039        6.4630102594		42553.3279160936
-626.7690880551        6.4630102594		42460.3662046117
-627.2619619728        6.4630102594		42308.0997374076
-627.4321114072        6.4630102594		42236.5050446923
-627.3341467902        6.4630102594		42252.6890055249
-627.0810867511        6.4630102594		42325.8782598530
-626.6931569833        6.4630102594		42459.7645686445
-626.4399918208        6.4630102594		42579.7038056836
-626.3862227432        6.4630102594		42639.9049376151
-626.4323697609        6.4630102594		42634.9368638831
-626.6193202550        6.4630102594		42576.6622375348
-626.6122518433        6.4630102594		42598.6950612119
-626.4577681379        6.4630102594		42670.3988405950
-626.5390426872        6.4630102594		42640.0434337412
-626.6053294664        6.4630102594		42599.2424788596
-626.5049572442        6.4630102594		42614.1299219344
-626.8220061495        6.4630102594		42502.9472467595
-627.1944447525        6.4630102594		42380.0468663105
-627.2381456144        6.4630102594		42365.4174946870
-627.1156047862        6.4630102594		42393.7189837889
-627.0243786754        6.4630102594		42415.3868704086
-627.2098437012        6.4630102594		42367.3560684700
-627.3160459302        6.4630102594		42341.3540189301
-626.9905490515        6.4630102594		42464.5715038277
-626.8654698425        6.4630102594		42543.7080324666
-626.7761822960        6.4630102594		42576.1415897010
-626.6227727331        6.4630102594		42619.2732619396
-626.7787592445        6.4630102594		42592.9883664154
-626.8055613774        6.4630102594		42555.8250248114
-627.0204073432        6.4630102594		42444.8701727686
-627.0966573769        6.4630102594		42397.6777756867
-627.0787588384        6.4630102594		42414.4177747923
-626.9400769122        6.4630102594		42474.6775319488
-626.8862431325        6.4630102594		42505.5489659139
-626.9811505338        6.4630102594		42493.9412634953
-627.0815660105        6.4630102594		42485.7905169019
-626.9426682477        6.4630102594		42556.4587044403
-626.6400943298        6.4630102594		42659.7338753112
-626.5733320839        6.4630102594		42653.9586492369
-626.7354875016        6.4630102594		42575.4883126624
-627.0194643221        6.4630102594		42478.7163614822
-627.2836709648        6.4630102594		42383.3006649110
-627.2675720061        6.4630102594		42374.6834218677
-627.1577306889        6.4630102594		42402.9321514093
-627.0937574396        6.4630102594		42410.1834412321
-627.0597080035        6.4630102594		42424.1417413862
-627.0132260684        6.4630102594		42416.5236738220
-627.1989261624        6.4630102594		42352.7839128650
-627.0800821235        6.4630102594		42398.6099173227
-626.7852978605        6.4630102594		42531.9395869018
-626.7044941897        6.4630102594		42577.3082489108
-627.0073075406        6.4630102594		42465.7619911822
-627.0562292889        6.4630102594		42421.1616617144
-627.2230308339        6.4630102594		42357.4785379380
-627.2685702446        6.4630102594		42341.2482695724
-626.8708071831        6.4630102594		42468.4258258731
-626.6689609566        6.4630102594		42583.5009192316
-626.4507131464        6.4630102594		42689.7297553680
-626.5047807566        6.4630102594		42689.6738013427
-626.8360257202        6.4630102594		42552.8653650269
-627.0203796060        6.4630102594		42421.9684408912
-627.1889275393        6.4630102594		42317.5373462724
-627.4092537653        6.4630102594		42271.7869180926
-627.1583104621        6.4630102594		42383.9342646281
-626.7529959749        6.4630102594		42530.1721623743
-626.6100826809        6.4630102594		42578.7302734994
-626.9454525959        6.4630102594		42495.5764723291
-627.1564198179        6.4630102594		42445.7452233643
-627.0443229294        6.4630102594		42475.3535897257
-626.9504648075        6.4630102594		42508.9957232584
-627.0948617066        6.4630102594		42462.7230655519
-627.3594722506        6.4630102594		42352.3617050820
-627.2921352069        6.4630102594		42328.5595195121
-627.2591937456        6.4630102594		42340.4009981854
-627.1943918675        6.4630102594		42384.7471272916
-626.8766719112        6.4630102594		42494.0278072177
-626.5749798586        6.4630102594		42597.4848607496
-626.2137032927        6.4630102594		42703.4423308626
-626.2092675565        6.4630102594		42695.3601473210
-626.5545563862        6.4630102594		42599.6082981179
-626.7878867447        6.4630102594		42546.4982992312
-626.8952955429        6.4630102594		42522.2265803492
-626.8757018706        6.4630102594		42507.6002159383
-626.5427198960        6.4630102594		42587.3544261199
-626.4850197450        6.4630102594		42588.6862283870
-626.7571014241        6.4630102594		42477.8038855943
-626.9381793289        6.4630102594		42396.3736903062
-626.8358312961        6.4630102594		42408.4003293275
-626.8654613721        6.4630102594		42430.2676816075
-626.6919957422        6.4630102594		42507.6253076656
-626.6955580826        6.4630102594		42504.4039566024
-626.7610736408        6.4630102594		42484.2108064077
-626.8198900837        6.4630102594		42500.9503088377
-626.8212845612        6.4630102594		42531.5752751811
-626.8443686394        6.4630102594		42500.0780767391
-626.9262103798        6.4630102594		42477.2065302102
-626.7082830333        6.4630102594		42582.1677167169
-626.4727997267        6.4630102594		42691.4712386405
-626.7416977546        6.4630102594		42605.9832614497
-626.8875146767        6.4630102594		42533.5474992314
-626.8099543019        6.4630102594		42539.1751391277
-626.7694095711        6.4630102594		42530.5728711670
-626.9782390107        6.4630102594		42434.2075235242
-627.3038965585        6.4630102594		42315.9283753559
-627.3304071382        6.4630102594		42309.9532220660
-627.0646986104        6.4630102594		42411.6880199650
-626.9414000452        6.4630102594		42456.5098785697
-627.2273096830        6.4630102594		42378.6071632676
-627.3154470119        6.4630102594		42346.6324773471
-627.3884318527        6.4630102594		42318.8141337777
-627.3196736881        6.4630102594		42335.7966738547
-626.9326526037        6.4630102594		42458.1095607571
-626.7309612133        6.4630102594		42527.8021077736
-626.8838801011        6.4630102594		42472.6801987482
-626.8960629162        6.4630102594		42436.2439029560
-626.8234147610        6.4630102594		42455.6739761327
-626.6831644958        6.4630102594		42502.9059283165
-626.3663766678        6.4630102594		42606.9713442783
-626.1326201607        6.4630102594		42682.3948289095
-626.4139080944        6.4630102594		42619.6854112576
-626.5073640498        6.4630102594		42594.1713795385
-626.4429846480        6.4630102594		42598.9043874586
-626.6161874696        6.4630102594		42551.1482403391
-626.6596914385        6.4630102594		42527.8308761123
-626.7185682299        6.4630102594		42513.3104163551
-626.6330936751        6.4630102594		42542.0615864498
-626.5346597718        6.4630102594		42578.3187980621
-626.7147570984        6.4630102594		42528.3801131273
-626.8743527362        6.4630102594		42453.1531337347
-626.8760708000        6.4630102594		42427.9899692340
-626.8526254154        6.4630102594		42433.0312762921
-626.8392669196        6.4630102594		42446.8371280980
-627.0389924157        6.4630102594		42393.7707215929
-627.1620794755        6.4630102594		42348.8327330829
-627.1782459731        6.4630102594		42326.2144906155
-626.9970738669        6.4630102594		42366.5314900349
-626.5929578137        6.4630102594		42489.2262249344
-626.8316508828        6.4630102594		42464.1178175361
-627.1002672399        6.4630102594		42374.3115993240
-626.9529222034        6.4630102594		42387.9085712959
-626.8948136560        6.4630102594		42410.8975127027
-626.9382282374        6.4630102594		42427.0598692016
-626.9069601039        6.4630102594		42486.4509291782
-626.6842862830        6.4630102594		42591.1917750596
-626.4085344686        6.4630102594		42677.2102509035
-626.5847683031        6.4630102594		42612.8014096307
-626.6851538390        6.4630102594		42581.5121804308
-626.8593723921        6.4630102594		42507.5520193509
-626.9461860066        6.4630102594		42451.6712203673
-626.5936613989        6.4630102594		42537.2075789461
-626.6070027427        6.4630102594		42548.3944965101
-626.7743353218        6.4630102594		42493.1061345625
-626.9124308546        6.4630102594		42457.9706501025
-627.1236975735        6.4630102594		42421.4898383543
-627.1505061166        6.4630102594		42407.1472652473
-627.0467847467        6.4630102594		42413.7557232527
-626.9905237133        6.4630102594		42424.5507211782
-626.8050844897        6.4630102594		42489.9177250052
-626.6775978160        6.4630102594		42540.9909551146
-626.9398111616        6.4630102594		42467.6997262993
-627.0404712747        6.4630102594		42411.5833780198
-626.9946896630        6.4630102594		42398.3837449203
-626.8318451501        6.4630102594		42454.0576218159
-626.9018986392        6.4630102594		42489.2995881336
-626.4267268065        6.4630102594		42655.0508892843
-626.2351068581        6.4630102594		42714.9757562315
-626.7606282302        6.4630102594		42543.7758364463
-627.1090619019        6.4630102594		42444.5172108686
-627.0012827924        6.4630102594		42463.1503745001
-626.9370997646        6.4630102594		42468.9998008685
-627.0399142040        6.4630102594		42454.7304148994
-626.9520508155        6.4630102594		42495.3951711180
-626.9679958946        6.4630102594		42500.4832449941
-626.9538354792        6.4630102594		42496.7237794911
-627.0433226201        6.4630102594		42434.8720794098
-627.3199542254        6.4630102594		42319.9556958802
-627.4977019069        6.4630102594		42234.3166406524
-627.6062667655        6.4630102594		42157.7504873925
-627.4621154561        6.4630102594		42161.0644225584
-627.5868798757        6.4630102594		42119.0001412547
-627.4925618260        6.4630102594		42151.9327946343
-627.2037858617        6.4630102594		42250.6243923491
-627.1736103817        6.4630102594		42269.5175475093
-627.0990824617        6.4630102594		42309.6100051471
-626.9570612223        6.4630102594		42374.6911232365
-626.9145272704        6.4630102594		42401.3333040099
-626.9684799848        6.4630102594		42409.5046508296
-626.9076181563        6.4630102594		42467.1642532113
-626.7531580623        6.4630102594		42534.4414289865
-626.7920177614        6.4630102594		42513.6665524002
-626.9403671300        6.4630102594		42475.1159208947
-626.8341087965        6.4630102594		42521.6999845599
-626.5908511578        6.4630102594		42592.5647012794
-626.5239215171        6.4630102594		42616.4590914705
-626.6209644284        6.4630102594		42591.0696228714
-626.7350958670        6.4630102594		42564.2171069410
-626.6390685605        6.4630102594		42603.9303785549
-626.6144127453        6.4630102594		42584.1427711155
-626.9672100275        6.4630102594		42432.6441519226
-627.1706325763        6.4630102594		42349.3957436106
-627.2373327540        6.4630102594		42324.9621411907
-627.0807159847        6.4630102594		42374.2436609691
-626.8739808747        6.4630102594		42437.9536598433
-626.7928431674        6.4630102594		42465.2725137764
-626.8008956206        6.4630102594		42479.9960350949
-626.7275067486        6.4630102594		42522.3493629111
-626.6723024856        6.4630102594		42548.3592232848
-626.6455097736        6.4630102594		42559.1229822186
-626.6205756002        6.4630102594		42560.1672053027
-627.0097697268        6.4630102594		42449.9543018397
-626.7955733274        6.4630102594		42519.4595585826
-626.4309518920        6.4630102594		42634.8843767988
-626.4870919857        6.4630102594		42609.6089355078
-626.5620305898        6.4630102594		42544.4535910239
-626.6312744865        6.4630102594		42483.4238539667
-626.8089548283        6.4630102594		42434.6941307858
-626.7852292498        6.4630102594		42444.5555978311
-626.8076014925        6.4630102594		42436.6852638501
-626.8509187522        6.4630102594		42434.2282925389
-626.7901183996        6.4630102594		42458.6957675541
-626.8409994565        6.4630102594		42431.0105152798
-626.9836562503        6.4630102594		42373.4114258857
-627.1155359346        6.4630102594		42316.0791372370
-627.0665551204        6.4630102594		42322.3123179555
-626.9680821715        6.4630102594		42312.6482176185
-627.2623231392        6.4630102594		42168.8095880762
-627.6125893055        6.4630102594		42067.1590264087
-627.4305111075        6.4630102594		42162.8513837264
-627.0959687645        6.4630102594		42302.2623378468
-627.1551804062        6.4630102594		42315.4018139109
-627.1178910651        6.4630102594		42343.7374039268
-627.1000000662        6.4630102594		42348.1330578224
-627.2053407469        6.4630102594		42328.0031417748
-627.3377544040        6.4630102594		42319.1314050026
-627.3261253492        6.4630102594		42342.6997546222
-627.3794135744        6.4630102594		42350.0489739737
-627.2151810163        6.4630102594		42429.6203119538
-626.9239705897        6.4630102594		42524.4021335429
-626.7942272077        6.4630102594		42516.8728203912
-627.0361114701        6.4630102594		42397.1711032850
-627.3688562528        6.4630102594		42273.9734237640
-627.5711631279        6.4630102594		42188.4342689511
-627.6001081081        6.4630102594		42161.4312995121
-627.3509128241        6.4630102594		42221.5749485209
-627.0461952158        6.4630102594		42298.7055767586
-627.1264289326        6.4630102594		42317.7398008729
-627.0169072911        6.4630102594		42386.0498534171
-626.9508606215        6.4630102594		42427.8494615192
-626.8790187765        6.4630102594		42446.1746298938
-626.8607172862        6.4630102594		42438.0686472276
-627.0075395337        6.4630102594		42386.1769996544
-627.1805062176        6.4630102594		42348.5386544435
-626.9588668674        6.4630102594		42457.1581868056
-626.7047202194        6.4630102594		42539.0817013507
-627.0196085763        6.4630102594		42417.0762641519
-627.0945035568        6.4630102594		42362.1094113960
-627.1219745957        6.4630102594		42381.9143103264
-626.6644961167        6.4630102594		42535.4046748714
-626.2093165714        6.4630102594		42693.4696916514
-625.7740880032        6.4630102594		42841.1497887425
-626.0512013068        6.4630102594		42775.1346445640
-626.2048801327        6.4630102594		42708.8550445102
-626.1891578621        6.4630102594		42677.6023992839
-626.4831125603        6.4630102594		42581.8397283247
-626.6621122595        6.4630102594		42504.5479974235
-626.5726679790        6.4630102594		42505.8103700532
-626.3220712182        6.4630102594		42583.6132120779
-626.1669363826        6.4630102594		42637.5820303946
-626.3340923724        6.4630102594		42563.7294797310
-626.7898271930        6.4630102594		42394.6068375603
-627.0840633666        6.4630102594		42285.2212409988
-627.1410838263        6.4630102594		42273.4695657086
-627.0391852789        6.4630102594		42320.2967076596
-626.7951759610        6.4630102594		42400.1119486015
-626.4450268960        6.4630102594		42528.0029209891
-626.4126919728        6.4630102594		42585.4562599693
-626.5190514540        6.4630102594		42597.4640309792
-626.6994548834        6.4630102594		42555.0054628510
-626.9552795677        6.4630102594		42479.3771052040
-627.0377843670        6.4630102594		42462.4010487718
-627.0083803128        6.4630102594		42485.1025614976
-627.0736768571        6.4630102594		42448.2239236007
-627.0123172643        6.4630102594		42425.2104774890
-627.0054813396        6.4630102594		42424.4686565770
-626.8455874705        6.4630102594		42503.8064602151
-626.7143730321        6.4630102594		42544.1780976828
-626.7981332176        6.4630102594		42494.8819027656
-626.8264171042        6.4630102594		42486.2296378756
-627.1037632486        6.4630102594		42420.3842665201
-627.2370314257        6.4630102594		42359.5167001058
-626.9297930251        6.4630102594		42413.9022911461
-627.0102857347        6.4630102594		42396.6816558826
-626.9727688185        6.4630102594		42406.4151979237
-626.8286573332        6.4630102594		42437.0752628377
-626.9319332770        6.4630102594		42416.8268068916
-626.8672978976        6.4630102594		42470.6086574190
-626.8449077296        6.4630102594		42488.2919357804
-626.5693135634        6.4630102594		42549.9889582021
-626.5667589858        6.4630102594		42562.4643199049
-626.8611363044        6.4630102594		42496.7637419843
-626.8261070640        6.4630102594		42534.9283734626
-626.7024989919        6.4630102594		42584.4838105842
-626.8045946082        6.4630102594		42532.7565178593
-626.9418513916        6.4630102594		42456.0520446387
-627.0939902588        6.4630102594		42403.8920847531
-627.0977888585        6.4630102594		42440.9940226977
-626.9226254110        6.4630102594		42521.1225771979
-626.7032413730        6.4630102594		42572.4046308273
-626.8195412144        6.4630102594		42512.1245633613
-626.7642880085        6.4630102594		42492.6049284906
-626.9160104483        6.4630102594		42433.5819065875
-627.1435158896        6.4630102594		42344.4621995696
-627.1394379814        6.4630102594		42337.2636576711
-626.9631652902        6.4630102594		42431.4424123509
-626.6341781744        6.4630102594		42561.6135402047
-626.4745273973        6.4630102594		42658.1799910578
-626.2561504121        6.4630102594		42767.4622801475
-626.1830116903        6.4630102594		42799.8758166915
-626.1334503091        6.4630102594		42811.2320856233
-626.3334449598        6.4630102594		42748.7572076981
-626.4846155448        6.4630102594		42689.7894307007
-626.5243509321        6.4630102594		42660.2975367325
-626.6585809720        6.4630102594		42599.4925197246
-626.7235203038        6.4630102594		42564.3609099869
-626.6543999027        6.4630102594		42583.4017993390
-626.5537119488        6.4630102594		42614.7114696007
-626.4060119245        6.4630102594		42657.8295518227
-626.1634878585        6.4630102594		42721.2240219500
-626.1654888010        6.4630102594		42723.1455987525
-626.2503395078        6.4630102594		42692.4839738168
-626.3920108158        6.4630102594		42663.5171847334
-626.4903986021        6.4630102594		42637.5187838920
-626.7457609890        6.4630102594		42555.3187202819
-626.6916485878        6.4630102594		42576.3782477340
-626.5661677660        6.4630102594		42602.8132429320
-627.0449105763        6.4630102594		42440.6931356180
-627.1504788305        6.4630102594		42382.5861419759
-627.1803713709        6.4630102594		42345.5334912222
-627.3179290164        6.4630102594		42300.6653585068
-627.2711785553        6.4630102594		42330.5711400503
-627.1331267219        6.4630102594		42407.3661984014
-626.8004706276        6.4630102594		42543.4420575801
-626.5177024204        6.4630102594		42653.4821015672
-626.4717545034        6.4630102594		42675.8036958767
-626.5495617165        6.4630102594		42650.2665263110
-626.8300316432        6.4630102594		42560.9334813347
-626.8608998254        6.4630102594		42532.7433730685
-626.8689786178        6.4630102594		42535.5654814234
-626.8965685398        6.4630102594		42521.0983939853
-626.9401610093        6.4630102594		42476.6996857252
-626.8897242662        6.4630102594		42452.4892807821
-627.0023457836        6.4630102594		42387.3713282874
-626.9978739932        6.4630102594		42362.4586518379
-626.8809059810        6.4630102594		42380.5796666459
-626.9513808020        6.4630102594		42326.7517674584
-627.2664359590        6.4630102594		42199.3779914761
-627.3855320910        6.4630102594		42158.7394347088
-627.1914324717        6.4630102594		42243.0069412920
-627.0262513720        6.4630102594		42319.2564650692
-627.1481371327        6.4630102594		42279.8027132136
-627.3913252013        6.4630102594		42207.0372611186
-627.1549008344        6.4630102594		42303.1698105897
-626.8101929082        6.4630102594		42443.1190544429
-626.7728228623        6.4630102594		42494.0807661366
-626.6442421374        6.4630102594		42546.7587464795
-626.4094906768        6.4630102594		42624.7085602279
-626.1846271125        6.4630102594		42677.7047281206
-626.6713071375        6.4630102594		42513.0473077314
-627.1431430790        6.4630102594		42352.7771404409
-627.0000617639        6.4630102594		42372.1213835107
-627.0228950273        6.4630102594		42373.4446243999
-627.1293270974        6.4630102594		42339.0904288305
-627.1163245165        6.4630102594		42353.9230128442
-627.0469387491        6.4630102594		42407.9325444116
-626.8119865091        6.4630102594		42502.3477439543
-626.5303372105        6.4630102594		42600.5144795479
-626.5202027821        6.4630102594		42605.7562524998
-626.4815548748        6.4630102594		42621.0165239646
-626.5226333960        6.4630102594		42623.5046440820
-626.7619472913        6.4630102594		42565.3248755466
-627.0246501307        6.4630102594		42489.0353493209
-627.1908609133        6.4630102594		42426.9825426789
-627.1615840346        6.4630102594		42405.1123207380
-627.0342321394        6.4630102594		42414.7346392718
-627.0573829168        6.4630102594		42409.9641062653
-626.9399662285        6.4630102594		42446.7927450140
-626.8796484446        6.4630102594		42500.9221040487
-626.5148389784        6.4630102594		42615.4479609843
-626.2873806365        6.4630102594		42668.7941496238
-626.3671725397        6.4630102594		42633.7401923913
-626.5805095984        6.4630102594		42570.0237229866
-626.7035482894        6.4630102594		42533.7805917948
-626.7733804277        6.4630102594		42499.7697556790
-626.9517253190        6.4630102594		42412.5171903657
-627.0709613469        6.4630102594		42338.4611403522
-627.1397544032        6.4630102594		42326.7467213656
-626.8162152897        6.4630102594		42448.2951402577
-626.7778700728        6.4630102594		42500.3116242442
-626.8450042476        6.4630102594		42496.7621583077
-626.8506610288        6.4630102594		42475.6374265252
-626.9086057728        6.4630102594		42429.1698954229
-626.9515021103        6.4630102594		42405.5648694114
-627.0764741394        6.4630102594		42365.1387281191
-627.1542320145        6.4630102594		42352.0684108648
-627.2467269402        6.4630102594		42348.6757832938
-627.3374930998        6.4630102594		42321.3042559273
-627.2673666224        6.4630102594		42350.0430632604
-627.0841613592        6.4630102594		42434.5806336383
-626.8900326810        6.4630102594		42497.4933815506
-626.8295212141        6.4630102594		42499.1521150879
-626.8967238345        6.4630102594		42463.3448310741
-627.1226727188        6.4630102594		42396.1815787919
-626.9765253271        6.4630102594		42436.9153953910
-626.9365840013        6.4630102594		42430.8987011115
-626.9544648518        6.4630102594		42413.4276666094
-626.6560631773        6.4630102594		42480.0716879210
-626.6662589331        6.4630102594		42441.7265904668
-627.1457336457        6.4630102594		42308.8761065215
-627.2245153950        6.4630102594		42304.3437836335
-627.0319012725        6.4630102594		42383.7251224993
-626.8747671851        6.4630102594		42435.3325162418
-627.0048672158        6.4630102594		42380.4271312695
-626.9358721623        6.4630102594		42367.4411906125
-626.7517713496        6.4630102594		42405.3889956368
-626.9028795647        6.4630102594		42387.9305902426
-626.9933949396        6.4630102594		42403.9282291008
-626.9534678936        6.4630102594		42448.0059623319
-626.8035899936        6.4630102594		42525.0072175932
-626.5915350179        6.4630102594		42609.6295374821
-626.6134243624        6.4630102594		42613.2184972744
-626.8397040194        6.4630102594		42553.1090637861
-626.9607797033        6.4630102594		42521.7836721484
-627.0374135374        6.4630102594		42513.6225328440
-626.9155390493        6.4630102594		42532.9681542102
-626.9961056162        6.4630102594		42488.0442784851
-627.2460679209        6.4630102594		42413.0276729829
-627.0652846603        6.4630102594		42453.4982853414
-626.8279217191        6.4630102594		42501.3524703307
-626.9816815955        6.4630102594		42444.2256372302
-627.1341204255        6.4630102594		42367.4808275078
-627.2868017038        6.4630102594		42302.8521808202
-627.2097056135        6.4630102594		42327.7987235107
-626.8561489424        6.4630102594		42443.5433610188
-626.6164343675        6.4630102594		42504.9424273821
-626.4802715419        6.4630102594		42549.9037417586
-626.5713042952        6.4630102594		42551.8219398478
-626.7050633021        6.4630102594		42536.1676693393
-626.7313334005        6.4630102594		42538.1076362317
-626.6620708401        6.4630102594		42561.4160375415
-626.6654662286        6.4630102594		42556.5747686700
-626.9966137094        6.4630102594		42418.4160373751
-627.4437058909        6.4630102594		42254.8376027951
-627.6231461851        6.4630102594		42179.8987956912
-627.4211674462        6.4630102594		42220.3111275398
-627.2356572662        6.4630102594		42284.5546772217
-627.1965112975        6.4630102594		42334.4448467150
-627.0871136460        6.4630102594		42382.0742517227
