Potential energy (Ha)  Kinetic Energy (Ha)	Pressure (GPa)
-640.5222254372        6.4630102594		29595.2394232746
-640.5860907146        6.4630102594		29570.8880504840
-640.6578350650        6.4630102594		29528.3554998444
-640.6837003079        6.4630102594		29502.5580308227
-640.6391450206        6.4630102594		29515.2610185166
-640.6420189784        6.4630102594		29547.9812237680
-640.7264377958        6.4630102594		29564.7794693538
-640.7994340444        6.4630102594		29570.3238303653
-640.7425857585        6.4630102594		29599.6152244733
-640.5457684352        6.4630102594		29660.3967111996
-640.1708167238        6.4630102594		29754.0422577172
-639.9383892525        6.4630102594		29808.5880623215
-640.1270376625        6.4630102594		29729.7304073713
-640.5617048950        6.4630102594		29569.9037714873
-640.8938843454        6.4630102594		29463.1734308913
-640.8524120528        6.4630102594		29471.7184479556
-640.5734238241        6.4630102594		29551.3662596030
-640.4687487880        6.4630102594		29593.0516485571
-640.3276458034        6.4630102594		29636.5932349589
-640.2653652470        6.4630102594		29664.6205649610
-640.0534742120        6.4630102594		29718.5575393989
-639.8351302319        6.4630102594		29780.3653378481
-639.8608225428        6.4630102594		29802.1001094038
-639.8749921777        6.4630102594		29823.8059614390
-639.8672005953        6.4630102594		29826.9282411563
-640.0066373337        6.4630102594		29779.1793545749
-640.2651397121        6.4630102594		29683.1886335609
-640.4853197221        6.4630102594		29597.6582089135
-640.5302160327        6.4630102594		29576.9346858244
-640.5451684335        6.4630102594		29549.5434440525
-640.6133657536        6.4630102594		29508.1105308185
-640.6149370252        6.4630102594		29508.2031321486
-640.5274631008        6.4630102594		29536.5754800252
-640.4378926437        6.4630102594		29587.3384988488
-640.4593330722        6.4630102594		29620.8725178228
-640.4784465806        6.4630102594		29629.5569163130
-640.5143472545        6.4630102594		29623.6689352773
-640.4803343075        6.4630102594		29654.8207562196
-640.2989467282        6.4630102594		29729.6051641106
-640.1968573953        6.4630102594		29769.1642831337
-640.2217627802        6.4630102594		29753.5477709761
-640.0699155159        6.4630102594		29776.2426897641
-640.0145419079        6.4630102594		29791.9242042288
-640.0563275773        6.4630102594		29790.7604936126
-640.1839311099        6.4630102594		29758.7977641334
-640.3488217071        6.4630102594		29703.3047198342
-640.5851565795        6.4630102594		29617.2428459371
-640.7312223209        6.4630102594		29552.7631263460
-640.6282555003        6.4630102594		29554.1362330649
-640.6393809059        6.4630102594		29540.6299827583
-640.7655227260        6.4630102594		29498.2071149658
-640.8581832760        6.4630102594		29462.2534675926
-640.8598146080        6.4630102594		29474.8939679312
-640.7831784079        6.4630102594		29512.3766970687
-640.9017002679        6.4630102594		29474.9534865902
-641.0463994662        6.4630102594		29419.0843236481
-641.0547023095        6.4630102594		29408.5422734195
-640.8655687367        6.4630102594		29443.0105147804
-641.0556685720        6.4630102594		29394.4279495870
-641.0452457469        6.4630102594		29406.4175619828
-640.8242609250        6.4630102594		29504.3073460798
-640.5190140353        6.4630102594		29624.8488929947
-640.2087292675        6.4630102594		29733.0608935596
-640.1131399319        6.4630102594		29771.5737062661
-640.2718926895        6.4630102594		29722.3857551825
-640.4791590375        6.4630102594		29661.7569758074
-640.5589913266        6.4630102594		29641.9017470356
-640.7022644312        6.4630102594		29589.1181172442
-641.0383573580        6.4630102594		29473.7688600172
-641.1306556697        6.4630102594		29422.2673356102
-640.8596070150        6.4630102594		29471.3716299987
-640.6863920346        6.4630102594		29523.5378310923
-640.4888031128        6.4630102594		29590.1201617411
-640.1978540275        6.4630102594		29674.6349309839
-640.1542677425        6.4630102594		29681.6616160233
-640.6622338653        6.4630102594		29536.8611838242
-640.9714463279        6.4630102594		29443.9135414649
-641.0209235478        6.4630102594		29437.4795926081
-640.9150288978        6.4630102594		29478.5661456896
-640.7996846336        6.4630102594		29516.1210289764
-640.6270178721        6.4630102594		29561.9571005357
-640.3837520887        6.4630102594		29640.3902034427
-640.0784368226        6.4630102594		29746.1081856256
-640.1324105438        6.4630102594		29761.3602306406
-640.2072989050        6.4630102594		29722.2200933091
-640.3901295418        6.4630102594		29657.1590904313
-640.2979714771        6.4630102594		29671.6905601402
-640.0833905118        6.4630102594		29736.0915815218
-639.8594567811        6.4630102594		29809.1973829211
-639.9204545268        6.4630102594		29801.7039132732
-640.2687200020        6.4630102594		29704.9732192681
-640.6762178569        6.4630102594		29599.4223355535
-640.8128335819        6.4630102594		29578.3078414355
-640.6852177188        6.4630102594		29634.1044180555
-640.4512397732        6.4630102594		29718.7842303766
-640.4480734606        6.4630102594		29746.7210714764
-640.3897249190        6.4630102594		29772.8475720677
-640.1908578501        6.4630102594		29833.7239846674
-640.0067232062        6.4630102594		29879.1541273169
-640.1450694638        6.4630102594		29812.9685832526
-640.5292659049        6.4630102594		29667.4965509738
-640.7503675852        6.4630102594		29579.3139331639
-640.8366893717        6.4630102594		29560.2276393254
-640.7239404506        6.4630102594		29591.9008032369
-640.8017407035        6.4630102594		29589.0530758735
-640.6883056764        6.4630102594		29626.0019525079
-640.4684419421        6.4630102594		29694.9398346312
-640.3778640831        6.4630102594		29727.4617949007
-640.4286147215        6.4630102594		29688.8589948771
-640.6023214239        6.4630102594		29616.1670855808
-640.6384231805        6.4630102594		29608.4459892144
-640.5183110531        6.4630102594		29662.2315982824
-640.3244781623        6.4630102594		29739.5378422356
-640.1615759803        6.4630102594		29807.4919731453
-640.0652318011        6.4630102594		29833.4496140032
-640.2982052721        6.4630102594		29756.6037275878
-640.4401086846        6.4630102594		29692.1148152303
-640.4379119832        6.4630102594		29649.7957274643
-640.5280526616        6.4630102594		29594.3249025135
-640.6675201067        6.4630102594		29553.3668737852
-640.4418674310        6.4630102594		29616.7613110575
-640.1799405934        6.4630102594		29685.0057007840
-640.3276352086        6.4630102594		29648.5542166934
-640.5305415092        6.4630102594		29620.1008026319
-640.5389276095        6.4630102594		29642.9934920605
-640.4420613240        6.4630102594		29676.7765075302
-640.2691376658        6.4630102594		29712.1963927678
-640.2381250150        6.4630102594		29726.2537062578
-640.1987746900        6.4630102594		29729.8017272583
-640.2592967272        6.4630102594		29681.2236509566
-640.7453914930        6.4630102594		29551.3522256421
-640.8982105606        6.4630102594		29504.6344174031
-640.7287727847        6.4630102594		29549.4302042863
-640.4842938954        6.4630102594		29611.7011762414
-640.3831361605        6.4630102594		29630.1139415445
-640.5319281028        6.4630102594		29591.3508082123
-640.4647058921        6.4630102594		29621.9020114350
-640.1028812808        6.4630102594		29732.9758713201
-639.9781428546        6.4630102594		29751.4880603369
-640.2247283053        6.4630102594		29675.9964809786
-640.0993106511        6.4630102594		29701.4477228627
-639.9514408715        6.4630102594		29758.8365663531
-639.9949722307        6.4630102594		29774.8559162754
-640.2071909226        6.4630102594		29728.7901057328
-640.3986991077        6.4630102594		29668.4231119674
-640.4837644721        6.4630102594		29635.4176928436
-640.6433687352        6.4630102594		29593.0531900876
-640.6168183964        6.4630102594		29597.1256225185
-640.5040022158        6.4630102594		29636.2368426387
-640.3808965751        6.4630102594		29679.6540080458
-640.3451924108        6.4630102594		29689.6351410633
-640.3439540718        6.4630102594		29686.0545381074
-640.3793459754        6.4630102594		29685.4017670770
-640.3704293717        6.4630102594		29715.6028962778
-640.2322708074        6.4630102594		29761.2869296312
-640.2257283869        6.4630102594		29746.9341165960
-640.2519842971        6.4630102594		29703.3814074982
-640.1816204903        6.4630102594		29675.9124340086
-640.2118025294        6.4630102594		29661.9853840388
-640.1879747160        6.4630102594		29668.3752066695
-640.2179252291        6.4630102594		29643.8132747168
-640.3197581414        6.4630102594		29608.7527376754
-640.4301275863        6.4630102594		29591.2544819964
-640.5124125089        6.4630102594		29596.7674627932
-640.4136915941        6.4630102594		29646.4241117649
-640.1690379846        6.4630102594		29735.1609922007
-639.9684125658        6.4630102594		29824.6670951513
-639.8539849919        6.4630102594		29872.0978599382
-639.9092269210        6.4630102594		29837.4479250832
-639.9987956701        6.4630102594		29780.2123082701
-640.2135858704        6.4630102594		29713.3326108980
-640.3700223243        6.4630102594		29667.6619059386
-640.3435117349        6.4630102594		29677.4913765186
-640.3407222877        6.4630102594		29700.5383325968
-640.3242501563        6.4630102594		29724.8421374739
-640.2233514417        6.4630102594		29777.3061920199
-639.8595182938        6.4630102594		29909.1450202048
-639.6000320234        6.4630102594		30002.8941748382
-639.5242936621        6.4630102594		30007.2527508508
-639.6708766928        6.4630102594		29946.9204068749
-639.8438691804        6.4630102594		29884.7499057180
-640.1136220600        6.4630102594		29783.5172701106
-640.5272213657        6.4630102594		29635.4436560457
-640.6512331731        6.4630102594		29562.3185152938
-640.4615916839        6.4630102594		29572.0186466182
-640.3048235608        6.4630102594		29592.1169284635
-640.5315111544        6.4630102594		29567.8671824709
-640.4940269057        6.4630102594		29617.2493965139
-640.2844884498        6.4630102594		29713.1766268369
-640.2382203694        6.4630102594		29740.6387952617
-640.4241999619        6.4630102594		29672.6264899635
-640.6269953107        6.4630102594		29588.5752660238
-640.6961853535        6.4630102594		29546.6846985755
-640.7134136866        6.4630102594		29528.9392838852
-640.6213894332        6.4630102594		29520.6058518123
-640.5966270534        6.4630102594		29502.0310786306
-640.5079218493        6.4630102594		29526.5471140101
-640.5252950606        6.4630102594		29549.0294534368
-640.6269125398        6.4630102594		29537.3203697338
-640.6586673378        6.4630102594		29521.4809687620
-640.6443553340        6.4630102594		29534.4925407121
-640.3348780007        6.4630102594		29627.9752689174
-640.1559331136        6.4630102594		29702.0929229813
-640.1680893535        6.4630102594		29729.1014809326
-640.2606421257        6.4630102594		29739.9024122018
-640.1405582836        6.4630102594		29801.8519102038
-639.8716296058        6.4630102594		29896.5650083665
-639.7798484870        6.4630102594		29938.9615066567
-639.8248107988        6.4630102594		29917.4236523209
-639.8267898876        6.4630102594		29898.2331180765
-639.6255425629        6.4630102594		29937.9968400107
-639.5478090342        6.4630102594		29934.5518753412
-639.5557685873        6.4630102594		29875.1114296175
-639.6715164037        6.4630102594		29776.1985544439
-640.0155778142        6.4630102594		29634.1960291308
-640.3522544976        6.4630102594		29512.0269816749
-640.4934068200        6.4630102594		29460.7246354499
-640.6143708013        6.4630102594		29448.0023047185
-640.5107418666        6.4630102594		29506.1877672664
-640.3185358096        6.4630102594		29581.8280023749
-640.2936407854        6.4630102594		29615.3904221098
-640.2529983735        6.4630102594		29650.0595731070
-640.2215512205        6.4630102594		29672.6789864788
-640.4239315776        6.4630102594		29638.5711648603
-640.3075911577        6.4630102594		29670.9368620509
-640.1767336632        6.4630102594		29710.3926738490
-640.2367071038        6.4630102594		29696.9588164188
-640.3896405260        6.4630102594		29660.7475063410
-640.4383970255        6.4630102594		29654.8963555076
-640.5534983058        6.4630102594		29619.6525941347
-640.6061266770        6.4630102594		29583.8821232780
-640.4538053500        6.4630102594		29605.5871396562
-640.2500716934        6.4630102594		29655.6553718338
-640.2445315157        6.4630102594		29648.5104757505
-640.4653019235        6.4630102594		29567.9002836794
-640.6826840764        6.4630102594		29487.7251451846
-640.6618455232        6.4630102594		29477.2877950898
-640.5719357452        6.4630102594		29501.1722335560
-640.4686334748        6.4630102594		29538.3632644486
-640.3977353980        6.4630102594		29580.8761052346
-640.3735671577        6.4630102594		29608.4602148509
-640.5339691575        6.4630102594		29581.3462961218
-640.5837673435        6.4630102594		29575.5598070801
-640.7321913191        6.4630102594		29553.4635002288
-640.7246890511        6.4630102594		29551.0530465184
-640.6467745142        6.4630102594		29576.2712544494
-640.3983162843        6.4630102594		29656.8140933649
-640.3579579347        6.4630102594		29685.9447043102
-640.3597795864        6.4630102594		29686.5214341227
-640.3902012870        6.4630102594		29676.3775216154
-640.3412882831        6.4630102594		29700.6794131992
-640.2266703843        6.4630102594		29739.4718959076
-640.3151241371        6.4630102594		29703.7084714336
-640.4228240623        6.4630102594		29671.7322887442
-640.4097948485        6.4630102594		29684.9591080708
-640.3868528832        6.4630102594		29681.0897089896
-640.5732435881        6.4630102594		29614.5651429440
-640.6593786903        6.4630102594		29571.2544358764
-640.6210998185        6.4630102594		29570.0859059371
-640.5474571845        6.4630102594		29572.0869845333
-640.6573532491        6.4630102594		29530.3946205305
-640.8967625336        6.4630102594		29458.5791802922
-641.0983097546        6.4630102594		29391.2269639324
-641.1041403436        6.4630102594		29369.6045994441
-641.0166552402        6.4630102594		29381.6979025742
-640.9533375730        6.4630102594		29400.8412886063
-640.7441837954        6.4630102594		29458.8307350918
-640.5888830874        6.4630102594		29508.3088134957
-640.6138076196        6.4630102594		29519.4097695237
-640.5838035645        6.4630102594		29561.4224836670
-640.4238110111        6.4630102594		29634.4475756214
-640.3963617376        6.4630102594		29655.7040030173
-640.6177518576        6.4630102594		29592.0958203001
-640.9045048030        6.4630102594		29509.8030734036
-640.9380191816        6.4630102594		29491.4120861443
-640.6714428801        6.4630102594		29540.6761333371
-640.4022686276        6.4630102594		29584.9626888548
-640.6244370458        6.4630102594		29535.4974130229
-640.6258888813        6.4630102594		29561.2424128476
-640.5788267249        6.4630102594		29606.0739385629
-640.5904157860        6.4630102594		29595.8718548285
-640.5886347456        6.4630102594		29580.2876588919
-640.6145591045        6.4630102594		29588.0531383282
-640.6699996576        6.4630102594		29594.6639174586
-640.7197088978        6.4630102594		29572.2895591429
-640.8080744483        6.4630102594		29548.2881696310
-640.6250871180        6.4630102594		29591.4430628406
-640.6379665140        6.4630102594		29587.8954213797
-640.5911731409        6.4630102594		29586.5106121499
-640.6042348990        6.4630102594		29556.4867659410
-640.7108604121        6.4630102594		29518.5562570493
-640.7111190773        6.4630102594		29508.4798425576
-640.6687090079        6.4630102594		29499.5499730106
-640.7277674468        6.4630102594		29477.2584911110
-640.7287073058        6.4630102594		29496.6107813501
-640.6457162609        6.4630102594		29539.1293303541
-640.4966690256        6.4630102594		29573.6850255427
-640.4249009047        6.4630102594		29560.0373239612
-640.5960419841        6.4630102594		29489.7164119024
-640.6894430966        6.4630102594		29461.0996478572
-640.5987056609        6.4630102594		29499.0504570344
-640.5452180254        6.4630102594		29532.5483902148
-640.6299239166        6.4630102594		29527.3595712107
-640.5575876921        6.4630102594		29541.9049101871
-640.4320602374        6.4630102594		29572.1062837929
-640.3448916426        6.4630102594		29608.1312324999
-640.1850913777        6.4630102594		29652.3730320986
-640.1972806750        6.4630102594		29630.7540617245
-640.4479058993        6.4630102594		29545.3686154018
-640.5373789843        6.4630102594		29499.8853383397
-640.5334656402        6.4630102594		29503.7339996813
-640.3114374460        6.4630102594		29571.1099533479
-640.0365795761        6.4630102594		29660.7926992347
-640.0017974000        6.4630102594		29727.1490138482
-640.0280275499        6.4630102594		29737.0472865171
-640.2354806360        6.4630102594		29691.9688418268
-640.1956991586        6.4630102594		29696.1221310190
-640.3226678174        6.4630102594		29632.2957178713
-640.5038197007        6.4630102594		29581.7648595932
-640.3975056154        6.4630102594		29614.6222147763
-640.4710628652        6.4630102594		29596.9089884838
-640.4251314292        6.4630102594		29603.5345710600
-640.2239471707        6.4630102594		29644.7703899476
-640.2019950224        6.4630102594		29665.5310579053
-640.0910865640        6.4630102594		29708.1195673954
-640.0919638516        6.4630102594		29712.2542610597
-640.1833052708        6.4630102594		29673.9580981043
-640.5354710846        6.4630102594		29586.5003309517
-640.7181354254        6.4630102594		29551.5578476114
-640.5466499228        6.4630102594		29608.8977256668
-640.3209519895        6.4630102594		29691.0551236603
-639.9498856635        6.4630102594		29796.7884464075
-639.8321769036        6.4630102594		29846.8614875729
-639.9947322103        6.4630102594		29815.4118534934
-640.0515479593        6.4630102594		29803.1650394362
-640.0708575488        6.4630102594		29791.8988156914
-640.2562761846        6.4630102594		29736.5356681412
-640.3862171939        6.4630102594		29701.6265555430
-640.4593363200        6.4630102594		29682.6438339063
-640.4348242111        6.4630102594		29678.9134282972
-640.4573798952        6.4630102594		29647.6774047859
-640.7499534392        6.4630102594		29539.7517476923
-640.7970740600        6.4630102594		29499.4976497638
-640.6288881078        6.4630102594		29548.4114953852
-640.4499878231        6.4630102594		29620.7485853948
-640.2047439309        6.4630102594		29704.2642274451
-640.1207738125        6.4630102594		29740.8202047546
-640.1367164781        6.4630102594		29743.1755285828
-640.3655559990        6.4630102594		29682.3057967225
-640.5195460307        6.4630102594		29621.0520202436
-640.6515688896        6.4630102594		29567.9097538631
-640.6818846950        6.4630102594		29539.7710548413
-640.7872103990        6.4630102594		29491.2477159397
-640.9624894604        6.4630102594		29438.4001022741
-641.0821311094        6.4630102594		29412.0454923608
-641.0685420638        6.4630102594		29415.8464536928
-640.9064372771        6.4630102594		29450.1992083835
-640.7985359490        6.4630102594		29487.0774142742
-640.6825160403        6.4630102594		29544.9448255692
-640.4765235252        6.4630102594		29629.9174828299
-640.3192135358        6.4630102594		29699.4149745460
-640.2646332840        6.4630102594		29726.7510933162
-640.3031789439        6.4630102594		29722.0234008750
-640.2957006547        6.4630102594		29740.0588744049
-639.9673551901        6.4630102594		29837.7264334840
-639.7591687902        6.4630102594		29882.7585112293
-639.7284023961        6.4630102594		29886.0427197241
-639.6042123118        6.4630102594		29904.8512490965
-639.9947740448        6.4630102594		29782.5550379644
-640.4576851453        6.4630102594		29629.4357703831
-640.5453285723        6.4630102594		29597.4188796449
-640.5050583034        6.4630102594		29608.1138215644
-640.6591437483        6.4630102594		29562.5741358633
-640.8445429333        6.4630102594		29510.5683736691
-640.7303207613        6.4630102594		29538.6699859602
-640.5044888268        6.4630102594		29574.6590828998
-640.6251908676        6.4630102594		29533.6437031163
-640.7251595729        6.4630102594		29514.3911606894
-640.7516350083        6.4630102594		29524.0066627863
-640.6222620085        6.4630102594		29562.4823581553
-640.4608226291        6.4630102594		29612.6589165008
-640.2254460286        6.4630102594		29688.5404061922
-640.0925210390        6.4630102594		29749.6286894613
-639.9115013178        6.4630102594		29806.0375968657
-640.1589723008        6.4630102594		29744.6932385091
-640.2611326543        6.4630102594		29695.1853435256
-640.3406251740        6.4630102594		29651.3653696696
-640.4360740731        6.4630102594		29615.1231930033
-640.2215835977        6.4630102594		29660.1153444943
-640.1079651192        6.4630102594		29691.1959814988
-640.2357631334        6.4630102594		29651.9595274648
-640.4407000880        6.4630102594		29576.8368692845
-640.8588742725        6.4630102594		29452.0737643159
-641.0627906543        6.4630102594		29386.7827974225
-640.8479428441        6.4630102594		29455.2781543312
-640.4086087481        6.4630102594		29586.3737339951
-640.3693409826        6.4630102594		29592.5458575181
-640.3565305112        6.4630102594		29580.2833553428
-640.4003936436        6.4630102594		29594.6611964321
-640.1626609887        6.4630102594		29676.5834983708
-640.1477568825        6.4630102594		29692.1711593673
-640.2208586602        6.4630102594		29664.6334575524
-640.5320289426        6.4630102594		29574.6692140635
-640.8799890272        6.4630102594		29483.0924142697
-640.9354249147        6.4630102594		29479.1829334707
-640.6209480989        6.4630102594		29585.2914281237
-640.5106693422        6.4630102594		29636.8926274306
-640.4841037705        6.4630102594		29653.5120072482
-640.2761943848        6.4630102594		29705.1872331079
-640.2100728691        6.4630102594		29731.7036505718
-640.0014467350        6.4630102594		29771.8021289746
-640.1274290291        6.4630102594		29737.2873701189
-640.1012035452        6.4630102594		29736.6541916765
-640.0977706017        6.4630102594		29724.5102278823
-640.4422289413        6.4630102594		29624.7314895615
-640.7132419742        6.4630102594		29557.8637064500
-640.8387690891        6.4630102594		29541.4117870166
-640.6519987645        6.4630102594		29613.3537461516
-640.1088990537        6.4630102594		29760.2597858974
-640.4325229214        6.4630102594		29722.8446618086
-640.3586968466        6.4630102594		29718.8027306492
-640.1626945452        6.4630102594		29739.2778670640
-640.2548491444        6.4630102594		29712.6465312865
-640.3034820419        6.4630102594		29677.7428102725
-640.6304087924        6.4630102594		29560.9345237109
-640.8140350286        6.4630102594		29494.4202348580
-640.8471690066        6.4630102594		29472.7196145967
-640.6723228439        6.4630102594		29525.2574163307
-640.4121522024        6.4630102594		29627.7276728823
-640.2198641300        6.4630102594		29693.2479421039
-640.0355834916        6.4630102594		29735.9809964270
-640.2355181241        6.4630102594		29652.2949227971
-640.6696358394        6.4630102594		29499.9324210603
-640.8185582367        6.4630102594		29435.9140729791
-640.6372136004        6.4630102594		29471.4505664213
-640.4949939654        6.4630102594		29532.8904312219
-640.3400362746        6.4630102594		29621.1440227515
-640.0534878136        6.4630102594		29736.0735134209
-639.7961404902        6.4630102594		29817.9122137741
-639.7933103761        6.4630102594		29832.3820108414
-639.9459919711        6.4630102594		29796.4638083491
-640.1207902369        6.4630102594		29738.2903865668
-640.1239460404        6.4630102594		29713.9183246251
-640.1879327292        6.4630102594		29664.0713572423
-640.4495477449        6.4630102594		29581.6931078877
-640.4438147254        6.4630102594		29600.5688504318
-640.0659550388        6.4630102594		29732.2842544131
-640.0828743258        6.4630102594		29746.8051780103
-640.3415237746        6.4630102594		29669.7764765152
-640.3235923266        6.4630102594		29660.3982568001
-640.1948690649        6.4630102594		29698.6014736331
-640.0924554304        6.4630102594		29749.7020879281
-639.8124920045        6.4630102594		29845.6590477010
-639.5575103922        6.4630102594		29929.9462668753
-639.6142010711        6.4630102594		29910.7601163487
-640.1192466264        6.4630102594		29750.6875279607
-640.3815630598        6.4630102594		29640.8784909740
-640.3900366296        6.4630102594		29627.6464868582
-640.3716675808        6.4630102594		29646.3999259575
-640.3714029387        6.4630102594		29650.4682469805
-640.6477571709        6.4630102594		29574.0854445165
-640.9162225415        6.4630102594		29486.6766046725
-640.8545586786        6.4630102594		29480.8926197690
-640.6002553058        6.4630102594		29528.5670153796
-640.2396149188        6.4630102594		29602.5422648326
-640.1378463311        6.4630102594		29627.8688481321
-640.0432308714        6.4630102594		29666.6317965785
-639.9689368020        6.4630102594		29704.2462819241
-640.0053712334        6.4630102594		29710.2304769303
-640.1709455588        6.4630102594		29687.3866465092
-640.2789542022        6.4630102594		29668.4722255227
-640.3780460302        6.4630102594		29641.3200624465
-640.4798827975        6.4630102594		29605.1119354038
-640.4805993312        6.4630102594		29593.3109276836
-640.3120610611        6.4630102594		29617.1124453164
-640.1599974029        6.4630102594		29633.4976929434
-640.1043280318        6.4630102594		29635.3297233943
-640.2365208399        6.4630102594		29601.2215640112
-640.4606368143        6.4630102594		29549.4763049208
-640.3911832385        6.4630102594		29561.5191974681
-640.4303715986        6.4630102594		29566.6289941676
-640.3370297301        6.4630102594		29611.0521282438
-640.1390914348        6.4630102594		29668.4900456299
-639.9167214559        6.4630102594		29700.6528130939
-640.2260679385        6.4630102594		29634.0133918723
-640.3060510695        6.4630102594		29621.2247342656
-640.4709651550        6.4630102594		29585.0057367442
-640.5877550449        6.4630102594		29541.0005927943
-640.6073721516        6.4630102594		29525.5092835763
-640.4398827918        6.4630102594		29573.2653673044
-640.3481955217        6.4630102594		29614.7372298164
-640.2255048002        6.4630102594		29665.0374561936
-639.9748592265        6.4630102594		29744.9360510807
-639.7510736350        6.4630102594		29817.2876840180
-639.6894451592        6.4630102594		29850.3653976938
-639.7040392828        6.4630102594		29859.1602206238
-639.8644721564        6.4630102594		29817.1385840642
-639.9374342573        6.4630102594		29792.3830054235
-639.7729338565        6.4630102594		29838.8576600989
-639.5154652471        6.4630102594		29913.2474159522
-639.7025526620        6.4630102594		29862.4724213157
-639.9913314496        6.4630102594		29760.0393390585
-640.3527323768        6.4630102594		29633.5500111464
-640.5847395287        6.4630102594		29540.6632382793
-640.5807730110        6.4630102594		29515.1684084806
-640.4444428724        6.4630102594		29531.5330545851
-640.5604898538        6.4630102594		29493.8836097571
-640.7601697306        6.4630102594		29442.4721795038
-640.6507384729        6.4630102594		29492.2131636557
-640.1816935095        6.4630102594		29647.3518574017
-639.9602491373        6.4630102594		29733.2511510739
-640.1786193454        6.4630102594		29671.4105782540
-640.3801288346        6.4630102594		29583.1039000662
-640.5424423267        6.4630102594		29506.4410353079
-640.6389699183        6.4630102594		29474.7490760780
-640.5738863611        6.4630102594		29503.9690509944
-640.6828278612        6.4630102594		29521.6233275627
-640.7017514995        6.4630102594		29555.4598734064
-640.5977133408        6.4630102594		29609.4835485566
-640.3622126243        6.4630102594		29679.7743141512
-640.2986863500        6.4630102594		29699.4464810736
-640.4541524420        6.4630102594		29666.0809375679
-640.6417775701        6.4630102594		29629.3657698286
-640.7101260010        6.4630102594		29604.4648067757
-640.8014993808        6.4630102594		29545.0706462885
-640.8847280356        6.4630102594		29488.2329659645
-640.8318601393        6.4630102594		29485.7946784256
-640.7612588517        6.4630102594		29518.0029767128
-640.4270199032        6.4630102594		29621.0826536628
-640.0013935166        6.4630102594		29742.5033029149
-639.9961282861        6.4630102594		29760.7198161324
-640.1214725765        6.4630102594		29712.0582955257
-640.3289252820        6.4630102594		29629.5025739435
-640.5688802330        6.4630102594		29561.4749703913
-640.4846302573        6.4630102594		29587.2273136937
-640.3067937520        6.4630102594		29644.3115111510
-640.2770529981        6.4630102594		29658.6461426936
-640.3173696906        6.4630102594		29648.6930636469
-640.3414937042        6.4630102594		29641.1472430207
-640.2686792333        6.4630102594		29671.2259963317
-640.0701072534        6.4630102594		29744.9049744031
-640.0389150123        6.4630102594		29783.8935574231
-640.0353517060        6.4630102594		29785.4401995000
-640.0025048021        6.4630102594		29782.1170471880
-640.0379176871        6.4630102594		29773.9453654579
-640.1871583285        6.4630102594		29716.9021878083
-640.4405857991        6.4630102594		29609.0806192755
-640.3893801200        6.4630102594		29583.7885781468
-640.3724076411        6.4630102594		29589.9309717673
-640.3905774024        6.4630102594		29582.8988711765
-640.3568932557        6.4630102594		29577.8595379777
-640.3881739255        6.4630102594		29570.3748916151
-640.4654478486        6.4630102594		29563.2836460109
-640.4331904149        6.4630102594		29577.9940632313
-640.3511177415        6.4630102594		29599.2963808249
-640.4120863282        6.4630102594		29581.3512534740
-640.4796294352        6.4630102594		29579.4559811233
-640.3887810479        6.4630102594		29624.8618877718
-640.4590624582        6.4630102594		29614.9914191755
-640.4164028044        6.4630102594		29629.7445379277
-640.1653849812        6.4630102594		29716.8091256692
-640.0458488285        6.4630102594		29763.1086807435
-640.3277205662        6.4630102594		29689.9076414596
-640.6840076297        6.4630102594		29596.5880169528
-640.6669837480        6.4630102594		29603.7717826018
-640.4930397150        6.4630102594		29649.7210287935
-640.4505346906        6.4630102594		29649.7904483770
-640.4352075215        6.4630102594		29643.4071177051
-640.3682803214        6.4630102594		29642.2120988029
-640.6079252692        6.4630102594		29582.7406283859
-640.7200319268        6.4630102594		29560.7945850731
-640.7018790513        6.4630102594		29556.8534738454
-640.9218153626        6.4630102594		29500.1051420124
-640.8862779241        6.4630102594		29520.7927933616
-640.5078585900        6.4630102594		29643.1714393714
-640.1790512869        6.4630102594		29749.4590990956
-640.0787913322        6.4630102594		29773.2819326796
-639.9980856146        6.4630102594		29761.5841794704
-640.0409444005        6.4630102594		29720.9567372047
-640.3556422114        6.4630102594		29631.4370537846
-640.4877503284        6.4630102594		29570.4975080830
-640.5582240480        6.4630102594		29540.3042872400
-640.5551428569        6.4630102594		29548.7881050204
-640.5680263123        6.4630102594		29561.0625001774
-640.6719311084        6.4630102594		29557.8342490437
-640.5661737622        6.4630102594		29600.8026449623
-640.2194353878        6.4630102594		29694.9121513930
-640.1338225296        6.4630102594		29725.5478320755
-640.1590070585        6.4630102594		29705.5096219671
-640.2703584422        6.4630102594		29655.6399990880
-640.3168487163        6.4630102594		29629.7950870177
-640.4603145384        6.4630102594		29587.5080939238
-640.7007748268        6.4630102594		29518.7085787038
-640.8916469759        6.4630102594		29464.5757237271
-641.0729752443        6.4630102594		29434.7793929836
-640.9267823410        6.4630102594		29484.4252999651
-640.5248459547        6.4630102594		29606.2584238361
-640.1401555238        6.4630102594		29737.9226900895
-639.7426569735        6.4630102594		29859.1416944344
-639.7553808279        6.4630102594		29860.8630010985
-640.1093593811        6.4630102594		29755.2902002774
-640.3116587423        6.4630102594		29671.6643044449
-640.3825554079        6.4630102594		29612.8422099745
-640.4621380049        6.4630102594		29558.0116278082
-640.5083175470        6.4630102594		29537.8794375307
-640.6018491121        6.4630102594		29541.1214726576
-640.4860756284        6.4630102594		29590.5263454073
